Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,UTC_Time,Tweet_Content,Tweet_Image_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,Pro Palestine,https://twitter.com/remend2025/status/1719090903653204240,Yo,https://twitter.com/remend2025,2023-10-30T20:36:25.000Z,Also these cowards have doxxed and harassed pro Palestine voices so these dudes hypocrisy is not working on anybody,,False,,,10,81
Post&amp;Comment,Pro Palestine,https://twitter.com/rins2pworth/status/1719114009721311436,Rin  RIP Labour  #GTTO,https://twitter.com/rins2pworth,2023-10-30T22:08:14.000Z,"ROTFWL come on Beth get real Starmer is pro Zionism and anti Palestine.. if you want to do anything leave labour with other MPs (my a few of those 172 that had the bare faced front to walk out on Corbyn) MPs make me sick with their fake ""care"" ..",,False,1,4,26,916
Post&amp;Comment,Pro Palestine,https://twitter.com/realmonsanto/status/1719081726729678927,Efrain Flores Monsanto Reload,https://twitter.com/realmonsanto,2023-10-30T19:59:57.000Z,BREAKING: Pro-Palestine protesters have shutdown DPM Chrystia Freeland's offices to call for a ceasefire while Hamas holds over 100 Israeli hostage.Police are inside. Some block my view with posters. A Jewish community centre is right across here.http://TheTruthAboutTheWar.com,,False,39,76,115,16K
Post&amp;Comment,Pro Palestine,https://twitter.com/bobmackin/status/1719092931364319666,Bob Mackin,https://twitter.com/bobmackin,2023-10-30T20:44:28.000Z,"Organizers of the pro-Palestine sit-in at MP offices are professional protest organizers with @350Canada and @DavidSuzukiFDN, plus Harsha Walia, who defended the Oct. 7 Hamas terrorist attack on Israelis in a rant at an Oct. 9 Vancouver protest. #cdnpoli",https://pbs.twimg.com/media/F9tvBixaIAAU4Ex?format=jpg&name=small;https://pbs.twimg.com/media/F9tvBjKagAAPMoL?format=jpg&name=360x360;https://pbs.twimg.com/media/F9tvHfRaMAAVO5J?format=jpg&name=360x360;https://pbs.twimg.com/media/F9twitGbIAAKgrt?format=jpg&name=small,False,12,45,60,65K
Post&amp;Comment,Pro Palestine,https://twitter.com/bobmackin/status/1719087819015196891,Bob Mackin,https://twitter.com/bobmackin,2023-10-30T20:24:09.000Z,Today’s co-ordinated pro-Palestine sit-ins at MP offices involve professional protest organizers from @350Canada (Atiya Jaffar and Emma Jackson) and @DavidSuzukiFDN + institute (Katie Perfitt and Anjali Appadurai). Also includes Hamas terrorist sympathizer Harsha Walia. #cdnpoli,https://pbs.twimg.com/media/F9tsW7MbIAAL0J-?format=png&name=360x360;https://pbs.twimg.com/media/F9tsa2faMAAvvXl?format=jpg&name=small;https://pbs.twimg.com/media/F9tsa23bIAATMv-?format=png&name=small;https://pbs.twimg.com/media/F9tssKYaAAAeEPf?format=png&name=360x360,False,9,50,59,6.3K
Post&amp;Comment,Pro Palestine,https://twitter.com/Monty_LFC/status/1719112314375352487,Monty LFC,https://twitter.com/Monty_LFC,2023-10-30T22:01:29.000Z,Nice. Love the racism and bigotry of the Israel supporters. I think u’ll find that not many people support israevil hence the very few gatherings I have seen for them. Was there 1? Lol where is this violence u see with pro Palestine protests? It’s amazing how much u need to lie.,,False,6,,6,307
Post&amp;Comment,Pro Palestine,https://twitter.com/LindaNe10012033/status/1719094497294893465,Linda ..We are being invaded..#NeverLabour,https://twitter.com/LindaNe10012033,2023-10-30T20:50:42.000Z,We the UK has lost british identity..I seen that on tv last 3 weekends with pro palestine so called protests...we have been over took..but when I think about I was born 1960..and I learnt about the tudors..but nothing about 2nd world war,,False,6,,5,340
Post&amp;Comment,Pro Palestine,https://twitter.com/sh4rkzone/status/1719122509088292935,mio / alec saw fob ,https://twitter.com/sh4rkzone,2023-10-30T22:42:00.000Z,"it comes off as neutral when you dont explicitly condemn a settler state thats committing genocide as we speak . it comes off as pro israel when youre blocking people for saying ""free palestine""",,False,1,6,85,2.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/GuidoFawkes/status/1719112288169292086,Guido Fawkes,https://twitter.com/GuidoFawkes,2023-10-30T22:01:23.000Z,WATCH: Braverman Blasts Pro-Palestine “Hate Marches”  https://order-order.com/2023/10/30/watch-braverman-blasts-pro-palestine-hate-marches…,https://pbs.twimg.com/media/F9uDg-fW0AEMSkH?format=jpg&name=small,False,8,19,103,16K
Post&amp;Comment,Pro Palestine,https://twitter.com/HURRICANEPAUL/status/1719096420186403099,HURRICANEPAUL,https://twitter.com/HURRICANEPAUL,2023-10-30T20:58:20.000Z,"He should have started the question with:""Democrat House  Minority leader Haqim Jeffries calls Trump supporters 'MAGA extremists' 50 times a day. How come you can't label these pro Palestine rioters 'extremists'?""",,False,1,2,29,739
